TimeInSeconds,TimeToFinishSession,Scene,PlayerPositionX,PlayerPositionY,PlayerPositionZ,RawInputPositionX,RawInputPositionZ,ObjectiveType,ObjectiveCompletion,Score,ObjectiveWindow,LevelNumber,Type,Scenario,Category,ImagesToFind,Columns,Rows,ObjectiveVisible,HintsActive,SelectedImage,CorrectImages,Wrong Images
61950.040,1629.358,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.042,1629.357,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.043,1629.356,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.044,1629.354,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.056,1629.353,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.057,1629.342,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.058,1629.341,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.060,1629.34,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.061,1629.338,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.062,1629.337,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.072,1629.336,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
61950.073,1629.326,Home,0,0.893,-1.45,0,0,PlayRehatask,0,10,1,NaN,Sequence,3,NaN,0,0,0,TextSmallDisplay,0,NaN,0,0
